Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2024|Kilgor's +4 Savage Sword (Recipe 1)|Enchanter's Munition||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Enchanter's Munition,,2024,Enchanter's Munition,3,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Fleece||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Fleece,,2024,Golden Fleece,2,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Minotaur Hide||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Mystic Silk||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Mystic Silk,,2024,Mystic Silk,30,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Oil of Enchantment||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Oil of Enchantment,,2024,Oil of Enchantment,3,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Philosopher's Stone||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Philosopher's Stone,,2024,Philosopher's Stone,30,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|PYP||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),PYP,,2024,Ultra Rare,2,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|Wish||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),Wish,,2024,Wish Ring,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 1)|+3 Savage Sword||TRUE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 1),+3 Savage Sword,,2024,+3 Savage Sword (transmute),1,TRUE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Alchemist's Ink||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Alchemist's Ink,,2024,Alchemist's Ink,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Alchemist's Parchment||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Alchemist's Parchment,,2024,Alchemist's Parchment,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Aragonite||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Aragonite,,2024,Aragonite,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Darkwood Plank||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Darkwood Plank,,2024,Darkwood Plank,20,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Dwarven Steel||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Elven Bismuth||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Elven Bismuth,,2024,Elven Bismuth,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Enchanter's Munition||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Enchanter's Munition,,2024,Enchanter's Munition,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Fleece||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Fleece,,2024,Golden Fleece,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Minotaur Hide||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Mystic Silk||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Mystic Silk,,2024,Mystic Silk,20,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Oil of Enchantment||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Oil of Enchantment,,2024,Oil of Enchantment,1,FALSE
2024|Kilgor's +4 Savage Sword (Recipe 2)|Philosopher's Stone||FALSE,2024,Legendary,Kilgor's +4 Savage Sword (Recipe 2),Philosopher's Stone,,2024,Philosopher's Stone,20,FALSE
"2024|Omni Cube|1,000 GP Gold Bar||FALSE",2024,Omni,Omni Cube,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",5,FALSE
2024|Omni Cube|Alchemist's Ink||FALSE,2024,Omni,Omni Cube,Alchemist's Ink,,2024,Alchemist's Ink,10,FALSE
2024|Omni Cube|Alchemist's Parchment||FALSE,2024,Omni,Omni Cube,Alchemist's Parchment,,2024,Alchemist's Parchment,10,FALSE
2024|Omni Cube|Aragonite||FALSE,2024,Omni,Omni Cube,Aragonite,,2024,Aragonite,3,FALSE
2024|Omni Cube|Darkwood Plank||FALSE,2024,Omni,Omni Cube,Darkwood Plank,,2024,Darkwood Plank,20,FALSE
2024|Omni Cube|Dwarven Steel||FALSE,2024,Omni,Omni Cube,Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|Omni Cube|Elven Bismuth||FALSE,2024,Omni,Omni Cube,Elven Bismuth,,2024,Elven Bismuth,4,FALSE
2024|Omni Cube|Enchanter's Munition||FALSE,2024,Omni,Omni Cube,Enchanter's Munition,,2024,Enchanter's Munition,5,FALSE
2024|Omni Cube|Fleece||FALSE,2024,Omni,Omni Cube,Fleece,,2024,Golden Fleece,2,FALSE
2024|Omni Cube|Minotaur Hide||FALSE,2024,Omni,Omni Cube,Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Omni Cube|Mystic Silk||FALSE,2024,Omni,Omni Cube,Mystic Silk,,2024,Mystic Silk,20,FALSE
2024|Omni Cube|Oil of Enchantment||FALSE,2024,Omni,Omni Cube,Oil of Enchantment,,2024,Oil of Enchantment,3,FALSE
2024|Omni Cube|Philosopher's Stone||FALSE,2024,Omni,Omni Cube,Philosopher's Stone,,2024,Philosopher's Stone,20,FALSE
"2024|Omni Orb|1,000 GP Gold Bar||FALSE",2024,Omni,Omni Orb,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",2,FALSE
2024|Omni Orb|Alchemist's Ink||FALSE,2024,Omni,Omni Orb,Alchemist's Ink,,2024,Alchemist's Ink,5,FALSE
2024|Omni Orb|Alchemist's Parchment||FALSE,2024,Omni,Omni Orb,Alchemist's Parchment,,2024,Alchemist's Parchment,5,FALSE
2024|Omni Orb|Aragonite||FALSE,2024,Omni,Omni Orb,Aragonite,,2024,Aragonite,2,FALSE
2024|Omni Orb|Darkwood Plank||FALSE,2024,Omni,Omni Orb,Darkwood Plank,,2024,Darkwood Plank,10,FALSE
2024|Omni Orb|Dwarven Steel||FALSE,2024,Omni,Omni Orb,Dwarven Steel,,2024,Dwarven Steel,5,FALSE
2024|Omni Orb|Elven Bismuth||FALSE,2024,Omni,Omni Orb,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Omni Orb|Enchanter's Munition||FALSE,2024,Omni,Omni Orb,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Omni Orb|Fleece||FALSE,2024,Omni,Omni Orb,Fleece,,2024,Golden Fleece,1,FALSE
2024|Omni Orb|Minotaur Hide||FALSE,2024,Omni,Omni Orb,Minotaur Hide,,2024,Minotaur Hide,5,FALSE
2024|Omni Orb|Mystic Silk||FALSE,2024,Omni,Omni Orb,Mystic Silk,,2024,Mystic Silk,10,FALSE
2024|Omni Orb|Oil of Enchantment||FALSE,2024,Omni,Omni Orb,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Omni Orb|Philosopher's Stone||FALSE,2024,Omni,Omni Orb,Philosopher's Stone,,2024,Philosopher's Stone,10,FALSE
"2024|+3 Savage Sword|1,000 GP Gold Bar||FALSE",2024,Relic,+3 Savage Sword,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",5,FALSE
2024|+3 Savage Sword|Alchemist's Ink||FALSE,2024,Relic,+3 Savage Sword,Alchemist's Ink,,2024,Alchemist's Ink,5,FALSE
2024|+3 Savage Sword|Alchemist's Parchment||FALSE,2024,Relic,+3 Savage Sword,Alchemist's Parchment,,2024,Alchemist's Parchment,5,FALSE
2024|+3 Savage Sword|Aragonite||FALSE,2024,Relic,+3 Savage Sword,Aragonite,,2024,Aragonite,3,FALSE
2024|+3 Savage Sword|Darkwood Plank||FALSE,2024,Relic,+3 Savage Sword,Darkwood Plank,,2024,Darkwood Plank,20,FALSE
2024|+3 Savage Sword|Dwarven Steel||FALSE,2024,Relic,+3 Savage Sword,Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|+3 Savage Sword|Elven Bismuth||FALSE,2024,Relic,+3 Savage Sword,Elven Bismuth,,2024,Elven Bismuth,5,FALSE
2024|+3 Savage Sword|Enchanter's Munition||FALSE,2024,Relic,+3 Savage Sword,Enchanter's Munition,,2024,Enchanter's Munition,4,FALSE
2024|+3 Savage Sword|Fleece||FALSE,2024,Relic,+3 Savage Sword,Fleece,,2024,Golden Fleece,1,FALSE
2024|+3 Savage Sword|Minotaur Hide||FALSE,2024,Relic,+3 Savage Sword,Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|+3 Savage Sword|Mystic Silk||FALSE,2024,Relic,+3 Savage Sword,Mystic Silk,,2024,Mystic Silk,20,FALSE
2024|+3 Savage Sword|Oil of Enchantment||FALSE,2024,Relic,+3 Savage Sword,Oil of Enchantment,,2024,Oil of Enchantment,3,FALSE
2024|+3 Savage Sword|Philosopher's Stone||FALSE,2024,Relic,+3 Savage Sword,Philosopher's Stone,,2024,Philosopher's Stone,20,FALSE
2024|+3 Savage Sword|PYP||FALSE,2024,Relic,+3 Savage Sword,PYP,,2024,Ultra Rare,1,FALSE
"2024|Greater Gloves of the Gladiator|1,000 GP Gold Bar||FALSE",2024,Relic,Greater Gloves of the Gladiator,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",5,FALSE
2024|Greater Gloves of the Gladiator|Alchemist's Ink||FALSE,2024,Relic,Greater Gloves of the Gladiator,Alchemist's Ink,,2024,Alchemist's Ink,1,FALSE
2024|Greater Gloves of the Gladiator|Alchemist's Parchment||FALSE,2024,Relic,Greater Gloves of the Gladiator,Alchemist's Parchment,,2024,Alchemist's Parchment,1,FALSE
2024|Greater Gloves of the Gladiator|Aragonite||FALSE,2024,Relic,Greater Gloves of the Gladiator,Aragonite,,2024,Aragonite,1,FALSE
2024|Greater Gloves of the Gladiator|Darkwood Plank||FALSE,2024,Relic,Greater Gloves of the Gladiator,Darkwood Plank,,2024,Darkwood Plank,10,FALSE
2024|Greater Gloves of the Gladiator|Dwarven Steel||FALSE,2024,Relic,Greater Gloves of the Gladiator,Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|Greater Gloves of the Gladiator|Elven Bismuth||FALSE,2024,Relic,Greater Gloves of the Gladiator,Elven Bismuth,,2024,Elven Bismuth,1,FALSE
2024|Greater Gloves of the Gladiator|Enchanter's Munition||FALSE,2024,Relic,Greater Gloves of the Gladiator,Enchanter's Munition,,2024,Enchanter's Munition,1,FALSE
2024|Greater Gloves of the Gladiator|Fleece||FALSE,2024,Relic,Greater Gloves of the Gladiator,Fleece,,2024,Golden Fleece,1,FALSE
2024|Greater Gloves of the Gladiator|Minotaur Hide||FALSE,2024,Relic,Greater Gloves of the Gladiator,Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Greater Gloves of the Gladiator|Mystic Silk||FALSE,2024,Relic,Greater Gloves of the Gladiator,Mystic Silk,,2024,Mystic Silk,10,FALSE
2024|Greater Gloves of the Gladiator|Oil of Enchantment||FALSE,2024,Relic,Greater Gloves of the Gladiator,Oil of Enchantment,,2024,Oil of Enchantment,1,FALSE
2024|Greater Gloves of the Gladiator|Philosopher's Stone||FALSE,2024,Relic,Greater Gloves of the Gladiator,Philosopher's Stone,,2024,Philosopher's Stone,10,FALSE
2024|Greater Gloves of the Gladiator|PYP||FALSE,2024,Relic,Greater Gloves of the Gladiator,PYP,,2024,Ultra Rare,1,FALSE
"2024|Orb of Annihilation|1,000 GP Gold Bar||FALSE",2024,Relic,Orb of Annihilation,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",2,FALSE
2024|Orb of Annihilation|Alchemist's Ink||FALSE,2024,Relic,Orb of Annihilation,Alchemist's Ink,,2024,Alchemist's Ink,2,FALSE
2024|Orb of Annihilation|Alchemist's Parchment||FALSE,2024,Relic,Orb of Annihilation,Alchemist's Parchment,,2024,Alchemist's Parchment,2,FALSE
2024|Orb of Annihilation|Aragonite||FALSE,2024,Relic,Orb of Annihilation,Aragonite,,2024,Aragonite,2,FALSE
2024|Orb of Annihilation|Darkwood Plank||FALSE,2024,Relic,Orb of Annihilation,Darkwood Plank,,2024,Darkwood Plank,2,FALSE
2024|Orb of Annihilation|Dwarven Steel||FALSE,2024,Relic,Orb of Annihilation,Dwarven Steel,,2024,Dwarven Steel,2,FALSE
2024|Orb of Annihilation|Elven Bismuth||FALSE,2024,Relic,Orb of Annihilation,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Orb of Annihilation|Enchanter's Munition||FALSE,2024,Relic,Orb of Annihilation,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Orb of Annihilation|Fleece||FALSE,2024,Relic,Orb of Annihilation,Fleece,,2024,Golden Fleece,1,FALSE
2024|Orb of Annihilation|Minotaur Hide||FALSE,2024,Relic,Orb of Annihilation,Minotaur Hide,,2024,Minotaur Hide,2,FALSE
2024|Orb of Annihilation|Mystic Silk||FALSE,2024,Relic,Orb of Annihilation,Mystic Silk,,2024,Mystic Silk,2,FALSE
2024|Orb of Annihilation|Oil of Enchantment||FALSE,2024,Relic,Orb of Annihilation,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Orb of Annihilation|Philosopher's Stone||FALSE,2024,Relic,Orb of Annihilation,Philosopher's Stone,,2024,Philosopher's Stone,2,FALSE
"2024|Ring of Psychic Mastery|1,000 GP Gold Bar||FALSE",2024,Relic,Ring of Psychic Mastery,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",2,FALSE
2024|Ring of Psychic Mastery|Alchemist's Ink||FALSE,2024,Relic,Ring of Psychic Mastery,Alchemist's Ink,,2024,Alchemist's Ink,2,FALSE
2024|Ring of Psychic Mastery|Alchemist's Parchment||FALSE,2024,Relic,Ring of Psychic Mastery,Alchemist's Parchment,,2024,Alchemist's Parchment,2,FALSE
2024|Ring of Psychic Mastery|Aragonite||FALSE,2024,Relic,Ring of Psychic Mastery,Aragonite,,2024,Aragonite,2,FALSE
2024|Ring of Psychic Mastery|Darkwood Plank||FALSE,2024,Relic,Ring of Psychic Mastery,Darkwood Plank,,2024,Darkwood Plank,2,FALSE
2024|Ring of Psychic Mastery|Dwarven Steel||FALSE,2024,Relic,Ring of Psychic Mastery,Dwarven Steel,,2024,Dwarven Steel,2,FALSE
2024|Ring of Psychic Mastery|Elven Bismuth||FALSE,2024,Relic,Ring of Psychic Mastery,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Ring of Psychic Mastery|Enchanter's Munition||FALSE,2024,Relic,Ring of Psychic Mastery,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Ring of Psychic Mastery|Fleece||FALSE,2024,Relic,Ring of Psychic Mastery,Fleece,,2024,Golden Fleece,1,FALSE
2024|Ring of Psychic Mastery|Minotaur Hide||FALSE,2024,Relic,Ring of Psychic Mastery,Minotaur Hide,,2024,Minotaur Hide,2,FALSE
2024|Ring of Psychic Mastery|Mystic Silk||FALSE,2024,Relic,Ring of Psychic Mastery,Mystic Silk,,2024,Mystic Silk,2,FALSE
2024|Ring of Psychic Mastery|Oil of Enchantment||FALSE,2024,Relic,Ring of Psychic Mastery,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Ring of Psychic Mastery|Philosopher's Stone||FALSE,2024,Relic,Ring of Psychic Mastery,Philosopher's Stone,,2024,Philosopher's Stone,2,FALSE
"2024|Follower|1,000 GP Gold Bar||FALSE",2024,Safehold,Follower,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",5,FALSE
2024|Follower|Alchemist's Ink||FALSE,2024,Safehold,Follower,Alchemist's Ink,,2024,Alchemist's Ink,5,FALSE
2024|Follower|Alchemist's Parchment||FALSE,2024,Safehold,Follower,Alchemist's Parchment,,2024,Alchemist's Parchment,5,FALSE
2024|Follower|Aragonite||FALSE,2024,Safehold,Follower,Aragonite,,2024,Aragonite,4,FALSE
2024|Follower|Darkwood Plank||FALSE,2024,Safehold,Follower,Darkwood Plank,,2024,Darkwood Plank,10,FALSE
2024|Follower|Dwarven Steel||FALSE,2024,Safehold,Follower,Dwarven Steel,,2024,Dwarven Steel,5,FALSE
2024|Follower|Elven Bismuth||FALSE,2024,Safehold,Follower,Elven Bismuth,,2024,Elven Bismuth,5,FALSE
2024|Follower|Enchanter's Munition||FALSE,2024,Safehold,Follower,Enchanter's Munition,,2024,Enchanter's Munition,5,FALSE
2024|Follower|Fleece||FALSE,2024,Safehold,Follower,Fleece,,2024,Golden Fleece,4,FALSE
2024|Follower|Minotaur Hide||FALSE,2024,Safehold,Follower,Minotaur Hide,,2024,Minotaur Hide,5,FALSE
2024|Follower|Mystic Silk||FALSE,2024,Safehold,Follower,Mystic Silk,,2024,Mystic Silk,10,FALSE
2024|Follower|Oil of Enchantment||FALSE,2024,Safehold,Follower,Oil of Enchantment,,2024,Oil of Enchantment,5,FALSE
2024|Follower|Philosopher's Stone||FALSE,2024,Safehold,Follower,Philosopher's Stone,,2024,Philosopher's Stone,10,FALSE
"2024|Safehold III|1,000 GP Gold Bar||FALSE",2024,Safehold,Safehold III,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",10,FALSE
2024|Safehold III|Alchemist's Ink||FALSE,2024,Safehold,Safehold III,Alchemist's Ink,,2024,Alchemist's Ink,10,FALSE
2024|Safehold III|Alchemist's Parchment||FALSE,2024,Safehold,Safehold III,Alchemist's Parchment,,2024,Alchemist's Parchment,20,FALSE
2024|Safehold III|Aragonite||FALSE,2024,Safehold,Safehold III,Aragonite,,2024,Aragonite,5,FALSE
2024|Safehold III|Darkwood Plank||FALSE,2024,Safehold,Safehold III,Darkwood Plank,,2024,Darkwood Plank,50,FALSE
2024|Safehold III|Dwarven Steel||FALSE,2024,Safehold,Safehold III,Dwarven Steel,,2024,Dwarven Steel,10,FALSE
2024|Safehold III|Elven Bismuth||FALSE,2024,Safehold,Safehold III,Elven Bismuth,,2024,Elven Bismuth,5,FALSE
2024|Safehold III|Enchanter's Munition||FALSE,2024,Safehold,Safehold III,Enchanter's Munition,,2024,Enchanter's Munition,10,FALSE
2024|Safehold III|Fleece||FALSE,2024,Safehold,Safehold III,Fleece,,2024,Golden Fleece,4,FALSE
2024|Safehold III|Minotaur Hide||FALSE,2024,Safehold,Safehold III,Minotaur Hide,,2024,Minotaur Hide,10,FALSE
2024|Safehold III|Mystic Silk||FALSE,2024,Safehold,Safehold III,Mystic Silk,,2024,Mystic Silk,50,FALSE
2024|Safehold III|Oil of Enchantment||FALSE,2024,Safehold,Safehold III,Oil of Enchantment,,2024,Oil of Enchantment,5,FALSE
2024|Safehold III|Philosopher's Stone||FALSE,2024,Safehold,Safehold III,Philosopher's Stone,,2024,Philosopher's Stone,50,FALSE
2024|Safehold III|Safehold IV||TRUE,2024,Safehold,Safehold III,Safehold IV,,2024,Safehold IV (transmute),1,TRUE
"2024|Safehold IV|1,000 GP Gold Bar||FALSE",2024,Safehold,Safehold IV,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",5,FALSE
2024|Safehold IV|Alchemist's Ink||FALSE,2024,Safehold,Safehold IV,Alchemist's Ink,,2024,Alchemist's Ink,3,FALSE
2024|Safehold IV|Alchemist's Parchment||FALSE,2024,Safehold,Safehold IV,Alchemist's Parchment,,2024,Alchemist's Parchment,10,FALSE
2024|Safehold IV|Aragonite||FALSE,2024,Safehold,Safehold IV,Aragonite,,2024,Aragonite,2,FALSE
2024|Safehold IV|Darkwood Plank||FALSE,2024,Safehold,Safehold IV,Darkwood Plank,,2024,Darkwood Plank,30,FALSE
2024|Safehold IV|Dwarven Steel||FALSE,2024,Safehold,Safehold IV,Dwarven Steel,,2024,Dwarven Steel,5,FALSE
2024|Safehold IV|Elven Bismuth||FALSE,2024,Safehold,Safehold IV,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Safehold IV|Enchanter's Munition||FALSE,2024,Safehold,Safehold IV,Enchanter's Munition,,2024,Enchanter's Munition,5,FALSE
2024|Safehold IV|Fleece||FALSE,2024,Safehold,Safehold IV,Fleece,,2024,Golden Fleece,3,FALSE
2024|Safehold IV|Minotaur Hide||FALSE,2024,Safehold,Safehold IV,Minotaur Hide,,2024,Minotaur Hide,5,FALSE
2024|Safehold IV|Mystic Silk||FALSE,2024,Safehold,Safehold IV,Mystic Silk,,2024,Mystic Silk,30,FALSE
2024|Safehold IV|Oil of Enchantment||FALSE,2024,Safehold,Safehold IV,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Safehold IV|Philosopher's Stone||FALSE,2024,Safehold,Safehold IV,Philosopher's Stone,,2024,Philosopher's Stone,20,FALSE
2024|Safehold IV|Safehold V|2023|TRUE,2024,Safehold,Safehold IV,Safehold V,2023,2023,Safehold V (transmute),1,TRUE
"2024|Underling|1,000 GP Gold Bar||FALSE",2024,Safehold,Underling,"1,000 GP Gold Bar",,2024,"1,000 GP Gold Bar",2,FALSE
2024|Underling|Alchemist's Ink||FALSE,2024,Safehold,Underling,Alchemist's Ink,,2024,Alchemist's Ink,2,FALSE
2024|Underling|Alchemist's Parchment||FALSE,2024,Safehold,Underling,Alchemist's Parchment,,2024,Alchemist's Parchment,2,FALSE
2024|Underling|Aragonite||FALSE,2024,Safehold,Underling,Aragonite,,2024,Aragonite,2,FALSE
2024|Underling|Darkwood Plank||FALSE,2024,Safehold,Underling,Darkwood Plank,,2024,Darkwood Plank,2,FALSE
2024|Underling|Dwarven Steel||FALSE,2024,Safehold,Underling,Dwarven Steel,,2024,Dwarven Steel,2,FALSE
2024|Underling|Elven Bismuth||FALSE,2024,Safehold,Underling,Elven Bismuth,,2024,Elven Bismuth,2,FALSE
2024|Underling|Enchanter's Munition||FALSE,2024,Safehold,Underling,Enchanter's Munition,,2024,Enchanter's Munition,2,FALSE
2024|Underling|Fleece||FALSE,2024,Safehold,Underling,Fleece,,2024,Golden Fleece,1,FALSE
2024|Underling|Minotaur Hide||FALSE,2024,Safehold,Underling,Minotaur Hide,,2024,Minotaur Hide,2,FALSE
2024|Underling|Mystic Silk||FALSE,2024,Safehold,Underling,Mystic Silk,,2024,Mystic Silk,2,FALSE
2024|Underling|Oil of Enchantment||FALSE,2024,Safehold,Underling,Oil of Enchantment,,2024,Oil of Enchantment,2,FALSE
2024|Underling|Philosopher's Stone||FALSE,2024,Safehold,Underling,Philosopher's Stone,,2024,Philosopher's Stone,2,FALSE
2025|Bracers of Carnage|Darkwood Plank||FALSE,2025,Enhanced,Bracers of Carnage,Darkwood Plank,,2025,Darkwood Plank,2,FALSE
2025|Bracers of Carnage|Monster Trophy||FALSE,2025,Enhanced,Bracers of Carnage,Monster Trophy,,2025,Monster Trophy,1,FALSE
2025|Bracers of Carnage|Mystic Silk||FALSE,2025,Enhanced,Bracers of Carnage,Mystic Silk,,2025,Mystic Silk,2,FALSE
2025|Earcuff of Thor's Bliss|Monster Trophy||FALSE,2025,Enhanced,Earcuff of Thor's Bliss,Monster Trophy,,2025,Monster Trophy,1,FALSE
2025|+1 Archer's Buckler|Darkwood Plank||FALSE,2025,Exalted,+1 Archer's Buckler,Darkwood Plank,,2025,Darkwood Plank,5,FALSE
2025|+1 Archer's Buckler|Enchanter's Munition||FALSE,2025,Exalted,+1 Archer's Buckler,Enchanter's Munition,,2025,Enchanter's Munition,1,FALSE
2025|+1 Archer's Buckler|Minotaur Hide||FALSE,2025,Exalted,+1 Archer's Buckler,Minotaur Hide,,2025,Minotaur Hide,2,FALSE
2025|+1 Archer's Buckler|Mystic Silk||FALSE,2025,Exalted,+1 Archer's Buckler,Mystic Silk,,2025,Mystic Silk,5,FALSE
2025|+1 Archer's Buckler|Oil of Enchantment||FALSE,2025,Exalted,+1 Archer's Buckler,Oil of Enchantment,,2025,Oil of Enchantment,1,FALSE
2025|Eldritch Runestone|Alchemist's Ink||FALSE,2025,Exalted,Eldritch Runestone,Alchemist's Ink,,2025,Alchemist's Ink,1,FALSE
2025|Eldritch Runestone|Alchemist's Parchment||FALSE,2025,Exalted,Eldritch Runestone,Alchemist's Parchment,,2025,Alchemist's Parchment,1,FALSE
2025|Eldritch Runestone|Darkwood Plank||FALSE,2025,Exalted,Eldritch Runestone,Darkwood Plank,,2025,Darkwood Plank,1,FALSE
2025|Eldritch Runestone|Dwarven Steel||FALSE,2025,Exalted,Eldritch Runestone,Dwarven Steel,,2025,Dwarven Steel,1,FALSE
2025|Eldritch Runestone|Enchanter's Munition||FALSE,2025,Exalted,Eldritch Runestone,Enchanter's Munition,,2025,Enchanter's Munition,1,FALSE
2025|Eldritch Runestone|Minotaur Hide||FALSE,2025,Exalted,Eldritch Runestone,Minotaur Hide,,2025,Minotaur Hide,1,FALSE
2025|Eldritch Runestone|Mystic Silk||FALSE,2025,Exalted,Eldritch Runestone,Mystic Silk,,2025,Mystic Silk,1,FALSE
2025|Eldritch Runestone|Philosopher's Stone||FALSE,2025,Exalted,Eldritch Runestone,Philosopher's Stone,,2025,Philosopher's Stone,1,FALSE
"2025|Eldritch Runestone|1,000 GP Gold Bar||FALSE",2025,Exalted,Eldritch Runestone,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",1,FALSE
2025|Ring of the Dire Ram|Darkwood Plank||FALSE,2025,Exalted,Ring of the Dire Ram,Darkwood Plank,,2025,Darkwood Plank,5,FALSE
2025|Ring of the Dire Ram|Monster Trophy||FALSE,2025,Exalted,Ring of the Dire Ram,Monster Trophy,,2025,Monster Trophy,1,FALSE
2025|Ring of the Dire Ram|Philosopher's Stone||FALSE,2025,Exalted,Ring of the Dire Ram,Philosopher's Stone,,2025,Philosopher's Stone,5,FALSE
"2025|Ring of the Dire Ram|1,000 GP Gold Bar||FALSE",2025,Exalted,Ring of the Dire Ram,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",1,FALSE
